manufacturer,productName,releaseYear,memSize,memBusWidth,gpuClock,memClock,bus,memType,G3Dmark
AMD,Radeon HD 6230,2011,0.512,64,650,667,PCIe 2.0 x16,DDR2,179
AMD,Radeon HD 6250,2011,0.512,64,650,500,PCIe 2.0 x16,GDDR3,94
AMD,Radeon HD 6290,2011,1.024,64,650,800,PCIe 2.0 x16,GDDR3,109
AMD,Radeon HD 6430M,2011,1.024,64,480,800,PCIe 2.0 x16,DDR3,193
AMD,Radeon HD 6450,2011,0.512,64,625,800,PCIe 2.0 x16,GDDR5,200
AMD,Radeon HD 6450A,2011,0.512,64,625,533,MXM-A (3.0),DDR3,260
AMD,Radeon HD 6470M,2011,0.512,64,700,800,PCIe 2.0 x16,DDR3,228
AMD,Radeon HD 6490M,2011,0.512,64,800,800,PCIe 2.0 x16,GDDR5,378
AMD,Radeon HD 6550A,2011,2.0,128,550,800,MXM-A (3.0),GDDR3,708
AMD,Radeon HD 6570,2011,2.0,128,650,1000,PCIe 2.0 x16,GDDR5,496
AMD,Radeon HD 6570,2011,1.024,128,650,500,PCIe 2.0 x16,GDDR3,496
AMD,Radeon HD 6610M,2011,1.024,128,450,800,PCIe 2.0 x16,DDR3,565
AMD,Radeon HD 6630M,2011,1.024,128,500,800,PCIe 2.0 x16,DDR3,685
AMD,Radeon HD 6650A,2011,1.024,128,600,900,MXM-A (3.0),DDR3,836
AMD,Radeon HD 6650M,2011,1.024,128,600,800,PCIe 2.0 x16,DDR3,752
AMD,Radeon HD 6670,2011,1.024,128,800,1000,PCIe 2.0 x16,GDDR5,745
AMD,Radeon HD 6750,2011,1.024,128,700,1150,PCIe 2.0 x16,GDDR5,1005
AMD,Radeon HD 6750M,2011,1.024,128,600,800,MXM-A (3.0),GDDR3,937
AMD,Radeon HD 6770,2011,1.024,128,850,1200,PCIe 2.0 x16,GDDR5,1231
AMD,Radeon HD 6770M,2011,1.024,128,725,900,MXM-A (3.0),GDDR5,964
AMD,Radeon HD 6790,2011,1.024,256,840,1050,PCIe 2.0 x16,GDDR5,1613
AMD,Radeon HD 6850 X2,2011,2.0,256,800,1050,PCIe 2.0 x16,GDDR5,2534
AMD,Radeon HD 6970M,2011,1.024,256,680,900,MXM-B (3.0),GDDR5,2270
AMD,Radeon HD 6990,2011,2.0,256,830,1250,PCIe 2.0 x16,GDDR5,3013
AMD,Radeon HD 7690M,2011,1.024,128,725,900,MXM-A (3.0),DDR3,1003
NVIDIA,Tesla C2050,2011,3.0,384,574,750,PCIe 2.0 x16,GDDR5,3515
NVIDIA,Tesla C2070,2011,6.0,384,574,747,PCIe 2.0 x16,GDDR5,3101
NVIDIA,Tesla C2075,2011,6.0,384,574,783,PCIe 2.0 x16,GDDR5,3118
NVIDIA,Tesla M2070-Q,2011,6.0,384,574,783,PCIe 2.0 x16,GDDR5,1306
AMD,FireStream 9370,2010,4.0,256,825,1150,PCIe 2.0 x16,GDDR5,2528
NVIDIA,GeForce 305M,2010,0.512,64,525,700,PCIe 2.0 x16,GDDR3,151
NVIDIA,GeForce 310M,2010,1.024,64,606,667,PCIe 2.0 x16,DDR3,111
NVIDIA,GeForce 310M,2010,0.512,64,625,790,PCIe 2.0 x16,DDR3,111
NVIDIA,GeForce 310M,2010,0.512,64,625,800,PCIe 2.0 x16,GDDR3,111
NVIDIA,GeForce GT 220,2010,1.024,128,600,700,PCIe 2.0 x16,GDDR3,211
NVIDIA,GeForce GT 220,2009,0.512,128,615,1000,PCIe 2.0 x16,DDR2,211
NVIDIA,GeForce GT 320M,2010,1.024,128,500,790,PCIe 2.0 x16,DDR3,107
NVIDIA,GeForce GT 320M,2009,0.512,128,500,800,MXM-II,GDDR3,107
NVIDIA,GeForce GT 325M,2010,1.024,128,450,700,PCIe 2.0 x16,DDR3,171
NVIDIA,GeForce GT 330M,2010,1.024,128,575,800,MXM-A (3.0),GDDR3,209
NVIDIA,GeForce GT 335M,2010,1.024,128,450,800,PCIe 2.0 x16,GDDR3,400
NVIDIA,GeForce GT 415M,2010,0.512,128,500,800,PCIe 2.0 x16,DDR3,286
NVIDIA,GeForce GT 420M,2010,0.512,128,500,800,PCIe 2.0 x16,DDR3,418
NVIDIA,GeForce GT 425M,2010,1.024,128,560,800,PCIe 2.0 x16,DDR3,517
NVIDIA,GeForce GT 430,2010,0.512,64,700,800,PCIe 2.0 x16,DDR3,603
NVIDIA,GeForce GT 445M,2010,3.0,192,590,800,PCIe 2.0 x16,DDR3,881
NVIDIA,GeForce GT 445M,2010,1.024,128,570,625,PCIe 2.0 x16,GDDR5,881
NVIDIA,GeForce GTS 350M,2010,1.024,128,500,800,MXM-II,GDDR5,408
NVIDIA,GeForce GTS 360M,2010,1.024,128,550,900,MXM-II,GDDR5,655
NVIDIA,GeForce GTS 450,2010,1.024,128,783,902,PCIe 2.0 x16,GDDR5,1321
NVIDIA,GeForce GTX 285M,2010,1.024,256,600,1000,MXM-B (3.0),GDDR3,676
NVIDIA,GeForce GTX 460,2010,1.024,256,675,900,PCIe 2.0 x16,GDDR5,2289
NVIDIA,GeForce GTX 460,2010,0.768,192,675,900,PCIe 2.0 x16,GDDR5,2289
NVIDIA,GeForce GTX 460 SE,2010,1.024,256,650,850,PCIe 2.0 x16,GDDR5,1974
NVIDIA,GeForce GTX 460M,2010,1.536,192,675,625,PCIe 2.0 x16,GDDR5,1198
NVIDIA,GeForce GTX 465,2010,1.024,256,608,802,PCIe 2.0 x16,GDDR5,2681
NVIDIA,GeForce GTX 470,2010,1.28,320,608,837,PCIe 2.0 x16,GDDR5,3147
NVIDIA,GeForce GTX 470M,2010,1.536,192,535,750,MXM-B (3.0),GDDR5,1953
NVIDIA,GeForce GTX 480,2010,1.536,384,701,924,PCIe 2.0 x16,GDDR5,4110
NVIDIA,GeForce GTX 480M,2010,2.0,256,425,600,MXM-B (3.0),GDDR5,2051
NVIDIA,GeForce GTX 570,2010,1.28,320,732,950,PCIe 2.0 x16,GDDR5,3902
NVIDIA,GeForce GTX 580,2010,1.536,384,772,1002,PCIe 2.0 x16,GDDR5,4538
NVIDIA,NVS 2100M,2010,0.512,64,535,790,PCIe 2.0 x16,GDDR3,139
NVIDIA,NVS 3100M,2010,0.512,64,606,790,PCIe 2.0 x16,GDDR3,115
NVIDIA,NVS 5100M,2010,1.024,128,550,800,MXM-A (3.0),GDDR3,190
NVIDIA,Quadro 2000,2010,1.024,128,625,650,PCIe 2.0 x16,GDDR5,942
NVIDIA,Quadro 4000,2010,2.0,256,475,702,PCIe 2.0 x16,GDDR5,1489
NVIDIA,Quadro 5000M,2010,1.792,256,405,600,MXM-B (3.0),GDDR5,2060
NVIDIA,Quadro 600,2010,1.024,128,640,800,PCIe 2.0 x16,DDR3,546
NVIDIA,Quadro 6000,2010,6.0,384,574,747,PCIe 2.0 x16,GDDR5,2689
NVIDIA,Quadro FX 380M,2010,0.512,64,606,790,PCIe 2.0 x16,GDDR3,124
NVIDIA,Quadro FX 880M,2010,1.024,128,550,790,MXM-A (3.0),GDDR3,219
AMD,Radeon HD 6370M,2010,1.024,64,750,800,PCIe 2.0 x16,GDDR3,276
AMD,Radeon HD 6850,2010,1.024,256,775,1000,PCIe 2.0 x16,GDDR5,1979
AMD,Radeon HD 6870,2010,1.024,256,900,1050,PCIe 2.0 x16,GDDR5,2223
AMD,Radeon HD 6950,2010,2.0,256,800,1250,PCIe 2.0 x16,GDDR5,2650
AMD,Radeon HD 6970,2010,2.0,256,880,1375,PCIe 2.0 x16,GDDR5,2863
NVIDIA,GeForce 210,2009,0.512,64,520,400,PCIe 2.0 x16,DDR3,97
NVIDIA,GeForce 9800 GTX+,2009,0.512,256,738,1100,PCIe 2.0 x16,GDDR3,538
NVIDIA,GeForce G105M,2009,0.512,64,535,790,PCIe 2.0 x16,DDR3,108
NVIDIA,GeForce G105M,2009,0.512,64,640,700,PCIe 2.0 x16,GDDR3,108
NVIDIA,GeForce G105M,2009,0.256,64,500,700,PCIe 2.0 x16,GDDR3,108
NVIDIA,GeForce G210M,2009,0.512,64,625,800,PCIe 2.0 x16,GDDR3,122
NVIDIA,GeForce GT 120M,2009,1.024,128,500,500,PCIe 2.0 x16,DDR2,266
NVIDIA,GeForce GT 130M,2009,1.024,128,600,800,PCIe 2.0 x16,GDDR3,146
NVIDIA,GeForce GT 220M,2009,0.512,128,500,800,MXM-II,GDDR3,121
NVIDIA,GeForce GT 230,2009,0.512,256,650,900,PCIe 2.0 x16,GDDR3,322
NVIDIA,GeForce GT 230M,2009,1.024,128,500,800,PCIe 2.0 x16,GDDR3,201
NVIDIA,GeForce GT 240,2009,1.024,128,550,850,PCIe 2.0 x16,GDDR5,543
NVIDIA,GeForce GT 240M,2009,1.024,128,550,800,PCIe 2.0 x16,GDDR3,205
NVIDIA,GeForce GTS 150M,2009,1.024,256,400,800,PCIe 2.0 x16,GDDR3,504
NVIDIA,GeForce GTS 160M,2009,1.024,256,600,800,PCIe 2.0 x16,GDDR3,679
NVIDIA,GeForce GTS 250,2009,1.024,256,702,1000,PCIe 2.0 x16,GDDR3,618
NVIDIA,GeForce GTS 250,2009,1.024,256,675,1008,PCIe 2.0 x16,GDDR3,618
NVIDIA,GeForce GTS 250M,2009,1.024,128,500,800,PCIe 2.0 x16,GDDR5,569
NVIDIA,GeForce GTX 260M,2009,1.024,256,550,950,PCIe 2.0 x16,GDDR3,412
NVIDIA,GeForce GTX 275,2009,0.896,448,633,1134,PCIe 2.0 x16,GDDR3,1401
NVIDIA,GeForce GTX 280M,2009,1.024,256,585,950,MXM-IV,GDDR3,621
NVIDIA,GeForce GTX 295,2009,0.896,448,576,999,PCIe 2.0 x16,GDDR3,1171
NVIDIA,Quadro FX 1800,2009,0.768,192,550,800,PCIe 2.0 x16,GDDR3,405
NVIDIA,Quadro FX 1800M,2009,1.024,128,561,550,MXM-A (3.0),GDDR5,469
NVIDIA,Quadro FX 2800M,2009,1.024,256,600,1000,MXM-B (3.0),GDDR3,433
NVIDIA,Quadro FX 380,2009,0.256,128,450,700,PCIe 2.0 x16,GDDR3,186
NVIDIA,Quadro FX 380 LP,2009,0.512,64,550,800,PCIe 2.0 x16,GDDR3,136
NVIDIA,Quadro FX 3800,2009,1.024,256,600,800,PCIe 2.0 x16,GDDR3,780
NVIDIA,Quadro FX 580,2009,0.512,128,450,800,PCIe 2.0 x16,GDDR3,155
NVIDIA,Quadro NVS 295,2009,0.256,64,540,695,PCIe 1.0 x16,GDDR3,75
NVIDIA,Quadro NVS 420,2009,0.256,64,550,700,PCIe 2.0 x16,GDDR3,70
AMD,FireStream 9250,2008,1.024,256,625,993,PCIe 2.0 x16,GDDR3,1165
AMD,FireStream 9270,2008,2.0,256,750,900,PCIe 2.0 x16,GDDR5,1341
NVIDIA,GeForce 8400 SE,2008,0.128,64,459,400,PCIe 2.0 x16,DDR2,68
NVIDIA,GeForce 8800 GS,2008,0.384,192,550,800,PCIe 1.0 x16,GDDR3,332
NVIDIA,GeForce 9200M GS,2008,0.256,64,550,700,PCIe 2.0 x16,GDDR3,111
NVIDIA,GeForce 9300 GE,2008,0.256,64,540,400,PCIe 2.0 x16,DDR2,84
NVIDIA,GeForce 9300 GS,2008,0.512,64,567,333,PCIe 2.0 x16,DDR2,111
NVIDIA,GeForce 9300 SE,2008,0.256,64,540,400,PCIe 2.0 x16,DDR2,82
NVIDIA,GeForce 9300M G,2008,0.256,64,400,600,PCIe 2.0 x16,GDDR3,85
NVIDIA,GeForce 9300M GS,2008,0.256,64,550,700,MXM-I,GDDR3,92
NVIDIA,GeForce 9400 GT,2008,0.512,128,550,400,PCIe 2.0 x16,DDR2,105
NVIDIA,GeForce 9400 GT,2008,0.128,64,459,600,PCIe 2.0 x16,DDR2,105
NVIDIA,GeForce 9500 GS,2008,0.512,128,550,504,PCIe 2.0 x16,DDR2,157
NVIDIA,GeForce 9500 GT,2008,0.512,128,600,1000,PCIe 2.0 x16,GDDR3,135
NVIDIA,GeForce 9500M G,2008,0.512,128,500,800,PCIe 2.0 x16,GDDR3,122
NVIDIA,GeForce 9500M GS,2008,0.512,128,475,700,PCIe 1.0 x16,GDDR3,104
NVIDIA,GeForce 9600 GSO,2008,0.384,192,550,800,PCIe 2.0 x16,GDDR3,350
NVIDIA,GeForce 9600 GSO 512,2008,0.512,256,650,900,PCIe 2.0 x16,GDDR3,345
NVIDIA,GeForce 9600 GT,2008,0.512,256,650,900,PCIe 2.0 x16,GDDR3,505
NVIDIA,GeForce 9600M GS,2008,1.024,128,430,800,MXM-II,GDDR3,119
NVIDIA,GeForce 9600M GT,2008,0.512,128,500,800,MXM-II,GDDR3,132
NVIDIA,GeForce 9650M GS,2008,0.512,128,625,800,PCIe 2.0 x16,GDDR3,270
NVIDIA,GeForce 9650M GT,2008,1.024,128,550,800,MXM-II,GDDR3,137
NVIDIA,GeForce 9700M GT,2008,0.512,128,625,800,MXM-II,GDDR3,217
NVIDIA,GeForce 9700M GTS,2008,0.512,256,530,800,PCIe 2.0 x16,GDDR3,326
NVIDIA,GeForce 9800 GT,2008,0.512,256,600,900,PCIe 2.0 x16,GDDR3,481
NVIDIA,GeForce 9800 GT,2008,0.512,256,600,900,PCIe 2.0 x16,GDDR3,481
NVIDIA,GeForce 9800 GTX,2008,0.512,256,675,1100,PCIe 2.0 x16,GDDR3,769
NVIDIA,GeForce 9800 GX2,2008,0.512,256,600,1000,PCIe 2.0 x16,GDDR3,798
NVIDIA,GeForce 9800M GS,2008,0.512,256,530,800,PCIe 2.0 x16,GDDR3,460
NVIDIA,GeForce 9800M GT,2008,0.512,256,500,800,PCIe 2.0 x16,GDDR3,424
NVIDIA,GeForce 9800M GTS,2008,1.024,256,600,800,PCIe 2.0 x16,GDDR3,379
NVIDIA,GeForce 9800M GTS,2008,0.512,256,600,800,PCIe 2.0 x16,GDDR3,379
NVIDIA,GeForce 9800M GTX,2008,1.024,256,500,800,PCIe 2.0 x16,GDDR3,462
NVIDIA,GeForce GTX 260,2008,0.896,448,576,999,PCIe 2.0 x16,GDDR3,1221
NVIDIA,GeForce GTX 280,2008,1.024,512,602,1107,PCIe 2.0 x16,GDDR3,1181
NVIDIA,GeForce GTX 285,2008,1.024,512,648,1242,PCIe 2.0 x16,GDDR3,1550
NVIDIA,Quadro CX,2008,1.536,384,602,800,PCIe 2.0 x16,GDDR3,947
NVIDIA,Quadro FX 1700M,2008,0.512,128,625,800,MXM-II,GDDR3,173
NVIDIA,Quadro FX 2700M,2008,0.512,256,530,799,MXM-HE,GDDR3,358
NVIDIA,Quadro FX 3600M,2008,0.512,256,500,800,MXM-HE,GDDR3,467
NVIDIA,Quadro FX 3600M,2008,0.512,256,500,799,MXM-HE,GDDR3,467
NVIDIA,Quadro FX 370 LP,2008,0.256,64,540,500,PCIe 1.0 x16,DDR2,108
NVIDIA,Quadro FX 3700,2008,0.512,256,500,800,PCIe 2.0 x16,GDDR3,384
NVIDIA,Quadro FX 3700M,2008,1.024,256,550,800,MXM-HE,GDDR3,467
NVIDIA,Quadro FX 370M,2008,0.256,64,550,600,MXM-II,GDDR3,93
NVIDIA,Quadro FX 3800M,2008,1.024,256,675,1000,MXM-B (3.0),GDDR3,628
NVIDIA,Quadro FX 4700 X2,2008,1.024,256,600,800,PCIe 2.0 x16,GDDR3,676
NVIDIA,Quadro FX 4800,2008,1.536,384,602,800,PCIe 2.0 x16,GDDR3,979
NVIDIA,Quadro FX 5800,2008,4.0,512,610,800,PCIe 2.0 x16,GDDR3,1248
NVIDIA,Quadro FX 770M,2008,0.512,128,500,800,MXM-II,GDDR3,198
NVIDIA,Quadro NVS 150M,2008,0.256,64,530,700,MXM-I,GDDR3,93
NVIDIA,Quadro NVS 160M,2008,0.256,64,580,700,MXM-I,GDDR3,76
NVIDIA,Quadro NVS 450,2008,0.256,64,480,700,PCIe 1.0 x16,GDDR3,64
AMD,FireStream 9170,2007,2.0,256,800,800,PCIe 2.0 x16,GDDR3,647
NVIDIA,GeForce 8300 GS,2007,0.128,64,459,400,PCIe 2.0 x16,DDR2,67
NVIDIA,GeForce 8400,2007,0.256,64,540,500,PCIe 2.0 x16,DDR2,81
NVIDIA,GeForce 8400 GS,2007,0.256,64,459,400,PCIe 1.0 x16,DDR2,128
NVIDIA,GeForce 8400M G,2007,0.256,64,400,400,PCIe 1.0 x16,GDDR3,59
NVIDIA,GeForce 8400M GS,2007,0.256,64,400,400,MXM-I,DDR2,98
NVIDIA,GeForce 8400M GT,2007,0.512,128,450,600,PCIe 1.0 x16,GDDR3,64
NVIDIA,GeForce 8500 GT,2007,0.256,128,459,400,PCIe 1.0 x16,GDDR3,115
NVIDIA,GeForce 8600 GS,2007,0.512,128,540,400,PCIe 1.0 x16,DDR2,92
NVIDIA,GeForce 8600 GT,2007,0.512,128,540,700,PCIe 1.0 x16,GDDR3,117
NVIDIA,GeForce 8600 GTS,2007,0.256,128,675,1000,PCIe 1.0 x16,GDDR3,161
NVIDIA,GeForce 8600M GS,2007,0.512,128,450,400,MXM-II,DDR2,73
NVIDIA,GeForce 8600M GT,2007,0.512,128,475,400,MXM-II,DDR2,89
NVIDIA,GeForce 8600M GT,2007,0.512,128,475,700,MXM-II,GDDR3,89
NVIDIA,GeForce 8700M GT,2007,0.512,128,625,800,MXM-HE,GDDR3,124
NVIDIA,GeForce 8800 GT,2007,0.512,256,600,900,PCIe 2.0 x16,GDDR3,519
NVIDIA,GeForce 8800 GTS 512,2007,0.512,256,650,820,PCIe 2.0 x16,GDDR3,591
NVIDIA,GeForce 8800 Ultra,2007,0.768,384,612,1080,PCIe 1.0 x16,GDDR3,639
NVIDIA,GeForce 8800M GTS,2007,0.512,256,500,800,MXM-HE,GDDR3,382
NVIDIA,GeForce 8800M GTX,2007,0.512,256,500,800,MXM-HE,GDDR3,462
NVIDIA,Quadro FX 1600M,2007,0.512,128,625,800,MXM-HE,GDDR3,186
NVIDIA,Quadro FX 1700,2007,0.512,256,460,400,PCIe 1.0 x16,DDR2,118
NVIDIA,Quadro FX 3500M,2007,0.512,256,575,600,MXM-III,GDDR3,306
NVIDIA,Quadro FX 360M,2007,0.256,64,400,600,PCIe 1.0 x16,DDR2,87
NVIDIA,Quadro FX 370,2007,0.256,64,360,500,PCIe 1.0 x16,DDR2,84
NVIDIA,Quadro FX 4600,2007,0.768,384,500,700,PCIe 1.0 x16,GDDR3,437
NVIDIA,Quadro FX 5600,2007,1.536,384,600,800,PCIe 1.0 x16,GDDR3,562
NVIDIA,Quadro FX 570,2007,0.256,128,460,400,PCIe 1.0 x16,DDR2,156
NVIDIA,Quadro FX 570M,2007,0.512,128,475,700,PCIe 1.0 x16,GDDR3,111
NVIDIA,Quadro NVS 130M,2007,0.256,64,400,700,PCIe 2.0 x16,DDR2,97
NVIDIA,Quadro NVS 135M,2007,0.256,64,400,594,PCIe 2.0 x16,GDDR3,67
NVIDIA,Quadro NVS 140M,2007,0.512,64,400,600,PCIe 2.0 x16,GDDR3,49
NVIDIA,Quadro NVS 290,2007,0.256,64,459,400,PCIe 1.0 x16,DDR2,205
NVIDIA,Quadro NVS 320M,2007,0.512,128,575,700,MXM-HE,GDDR3,128
NVIDIA,GeForce 7100 GS,2006,0.128,64,350,266,PCIe 1.0 x16,DDR2,52
NVIDIA,GeForce 7200 GS,2006,0.128,64,450,334,PCIe 1.0 x16,DDR2,23
NVIDIA,GeForce 7300 GS,2006,0.256,64,450,266,PCIe 1.0 x16,DDR2,82
NVIDIA,GeForce 7300 GT,2006,0.128,128,350,325,PCIe 1.0 x16,DDR2,135
NVIDIA,GeForce 7300 LE,2006,0.128,64,450,324,PCIe 1.0 x16,DDR2,78
NVIDIA,GeForce 7300 SE,2006,0.256,64,450,266,PCIe 1.0 x16,DDR2,39
NVIDIA,GeForce 7350 LE,2006,0.128,64,450,400,PCIe 1.0 x16,DDR2,74
NVIDIA,GeForce 7500 LE,2006,0.064,64,475,405,PCIe 1.0 x16,DDR2,87
NVIDIA,GeForce 7600 GS,2006,0.256,128,400,400,PCIe 1.0 x16,DDR2,158
NVIDIA,GeForce 7600 GT,2006,0.256,128,560,700,PCIe 1.0 x16,GDDR3,204
NVIDIA,GeForce 7650 GS,2006,0.256,128,450,400,PCIe 1.0 x16,DDR2,134
NVIDIA,GeForce 7900 GS,2006,0.256,256,450,660,PCIe 1.0 x16,GDDR3,254
NVIDIA,GeForce 7900 GT,2006,0.256,256,450,660,PCIe 1.0 x16,GDDR3,258
NVIDIA,GeForce 7900 GTX,2006,0.512,256,650,800,PCIe 1.0 x16,GDDR3,388
NVIDIA,GeForce 7950 GT,2006,0.512,256,550,700,PCIe 1.0 x16,GDDR3,344
NVIDIA,GeForce 7950 GX2,2006,0.512,256,500,600,PCIe 1.0 x16,GDDR3,202
NVIDIA,GeForce 8800 GTX,2006,0.768,384,576,900,PCIe 1.0 x16,GDDR3,597
NVIDIA,GeForce Go 6200,2006,0.032,64,300,300,PCIe 1.0 x16,DDR,15
NVIDIA,GeForce Go 6400,2006,0.032,64,400,350,PCIe 1.0 x16,DDR,24
NVIDIA,GeForce Go 7200,2006,0.064,32,450,350,PCIe 1.0 x16,GDDR3,45
NVIDIA,GeForce Go 7300,2006,0.064,64,350,350,PCIe 1.0 x16,GDDR3,52
NVIDIA,GeForce Go 7400,2006,0.128,32,450,450,PCIe 1.0 x16,GDDR3,66
NVIDIA,GeForce Go 7400,2006,0.128,64,450,450,PCIe 1.0 x16,GDDR3,66
NVIDIA,GeForce Go 7600,2006,0.256,128,450,350,PCIe 1.0 x16,GDDR3,128
NVIDIA,GeForce Go 7600 GT,2006,0.256,128,500,600,PCIe 1.0 x16,GDDR3,210
NVIDIA,GeForce Go 7700,2006,0.512,128,450,500,PCIe 1.0 x16,GDDR3,148
NVIDIA,GeForce Go 7800,2006,0.256,256,400,550,PCIe 1.0 x16,GDDR3,115
NVIDIA,GeForce Go 7900 GS,2006,0.512,256,375,500,MXM-II,GDDR3,176
NVIDIA,GeForce Go 7900 GTX,2006,0.512,256,500,600,PCIe 1.0 x16,GDDR3,270
NVIDIA,GeForce Go 7950 GTX,2006,0.512,256,575,700,MXM-III,GDDR3,264
NVIDIA,Quadro FX 1500,2006,0.256,256,325,625,PCIe 1.0 x16,GDDR3,190
NVIDIA,Quadro FX 1500M,2006,0.512,256,375,500,MXM-II,GDDR3,171
NVIDIA,Quadro FX 350,2006,0.128,64,550,405,PCIe 1.0 x16,DDR2,86
NVIDIA,Quadro FX 3500,2006,0.256,256,450,660,PCIe 1.0 x16,GDDR3,292
NVIDIA,Quadro FX 350M,2006,0.256,128,450,450,PCIe 1.0 x16,GDDR3,45
NVIDIA,Quadro FX 4500 X2,2006,0.512,256,500,605,PCIe 1.0 x16,GDDR3,236
NVIDIA,Quadro FX 550,2006,0.128,128,360,400,PCIe 1.0 x16,GDDR3,64
NVIDIA,Quadro FX 5500,2006,1.024,256,650,505,PCIe 1.0 x16,DDR2,242
NVIDIA,Quadro FX 560,2006,0.128,128,350,600,PCIe 1.0 x16,GDDR3,114
NVIDIA,Quadro NVS 110M,2006,0.512,64,300,300,PCIe 1.0 x16,DDR,48
NVIDIA,Quadro NVS 120M,2006,0.512,64,450,700,MXM-III,DDR2,47
NVIDIA,Quadro NVS 285,2006,0.128,64,275,300,PCIe 1.0 x16,DDR2,39
NVIDIA,Quadro NVS 440,2006,0.128,128,250,250,PCIe 1.0 x16,GDDR3,38
NVIDIA,Quadro NVS 510M,2006,0.256,128,450,600,PCIe 1.0 x16,GDDR3,254
NVIDIA,GeForce 6200 LE,2005,0.128,64,350,266,PCIe 1.0 x16,DDR,31
NVIDIA,GeForce 6200 LE,2005,0.064,32,350,266,PCIe 1.0 x16,DDR2,31
NVIDIA,GeForce 6500,2005,0.128,128,400,266,PCIe 1.0 x16,DDR2,38
NVIDIA,GeForce 6600 LE,2005,0.128,128,300,250,PCIe 1.0 x16,DDR,51
NVIDIA,GeForce 6800 GS,2005,0.256,256,425,500,PCIe 1.0 x16,GDDR3,195
NVIDIA,GeForce 6800 GS,2005,0.256,256,350,500,AGP 8x,GDDR3,195
NVIDIA,GeForce 6800 LE,2005,0.256,256,325,300,PCIe 1.0 x16,DDR,110
NVIDIA,GeForce 6800 LE,2004,0.128,256,300,350,AGP 8x,DDR,110
NVIDIA,GeForce 6800 XE,2005,0.256,128,275,266,AGP 8x,DDR2,59
NVIDIA,GeForce 6800 XT,2005,0.256,128,300,266,AGP 8x,DDR,128
NVIDIA,GeForce 6800 XT,2005,0.256,256,300,350,AGP 8x,DDR,128
NVIDIA,GeForce 6800 XT,2005,0.256,256,450,600,AGP 8x,GDDR3,128
NVIDIA,GeForce 6800 XT,2005,0.256,256,425,500,PCIe 1.0 x16,GDDR3,128
NVIDIA,GeForce 7800 GT,2005,0.256,256,400,500,PCIe 1.0 x16,GDDR3,244
NVIDIA,GeForce 7800 GTX,2005,0.256,256,430,600,PCIe 1.0 x16,GDDR3,291
NVIDIA,GeForce FX Go5700,2005,0.128,128,450,275,AGP 8x,DDR,51
NVIDIA,GeForce Go 6600,2005,0.256,128,300,350,MXM-II,DDR,69
NVIDIA,GeForce Go 6800 Ultra,2005,0.256,256,450,600,PCIe 1.0 x16,GDDR3,138
NVIDIA,GeForce Go 7800 GTX,2005,0.512,256,440,550,PCIe 1.0 x16,GDDR3,210
NVIDIA,Quadro FX 2500M,2005,0.512,256,500,600,MXM-III,GDDR3,218
NVIDIA,Quadro FX 3450,2005,0.256,256,425,500,PCIe 1.0 x16,GDDR3,149
NVIDIA,Quadro FX 4500,2005,0.512,256,430,525,PCIe 1.0 x16,GDDR3,226
NVIDIA,Quadro FX Go1400,2005,0.256,256,275,295,MXM-III,DDR,102
NVIDIA,Quadro NVS 280 SD,2005,0.064,64,250,200,AGP 8x,DDR,2
NVIDIA,GeForce 6200,2004,0.128,128,300,275,PCIe 1.0 x16,DDR,35
NVIDIA,GeForce 6200 TurboCache,2004,0.064,64,350,250,AGP 4x,DDR,46
NVIDIA,GeForce 6600,2004,0.256,128,300,250,PCIe 1.0 x16,DDR,88
NVIDIA,GeForce 6600 GT,2004,0.128,128,500,500,PCIe 1.0 x16,GDDR3,137
NVIDIA,GeForce 6610 XL,2004,0.128,128,400,400,PCIe 1.0 x16,GDDR3,89
NVIDIA,GeForce 6700 XL,2004,0.128,128,525,550,PCIe 1.0 x16,GDDR3,95
NVIDIA,GeForce 6800,2004,0.256,256,325,300,PCIe 1.0 x16,DDR,113
NVIDIA,GeForce 6800,2004,0.256,256,325,350,AGP 8x,DDR,113
NVIDIA,GeForce 6800,2004,0.128,256,325,350,AGP 8x,DDR,113
NVIDIA,GeForce 6800 GT,2004,0.256,256,350,500,PCIe 1.0 x16,GDDR3,142
NVIDIA,GeForce 6800 GT,2004,0.256,256,350,500,AGP 8x,GDDR3,142
NVIDIA,GeForce 6800 GT,2004,0.128,256,350,250,AGP 8x,DDR,142
NVIDIA,GeForce 6800 Ultra,2004,0.256,256,425,550,PCIe 1.0 x16,GDDR3,139
NVIDIA,GeForce 6800 Ultra,2004,0.256,256,425,550,AGP 8x,GDDR3,139
NVIDIA,GeForce FX 5500,2004,0.064,128,270,166,AGP 8x,DDR,8
NVIDIA,GeForce Go 6800,2004,0.256,256,300,550,MXM-III,GDDR3,106
NVIDIA,GeForce PCX 5300,2004,0.128,128,250,200,PCIe 1.0 x16,DDR,6
NVIDIA,GeForce PCX 5750,2004,0.128,128,425,275,PCIe 1.0 x16,DDR,35
NVIDIA,Quadro FX 1100,2004,0.128,128,425,325,AGP 8x,DDR2,36
NVIDIA,Quadro FX 1300,2004,0.128,256,350,275,PCIe 1.0 x16,DDR,34
NVIDIA,Quadro FX 1400,2004,0.128,256,350,300,PCIe 1.0 x16,DDR,124
